Timestamp,Close,Volume
2024-03-19 18:56:00,63847.88,32.30291
2024-03-19 18:57:00,63936.0,13.1766
2024-03-19 18:58:00,63931.99,15.88223
2024-03-19 18:59:00,63952.01,30.56521
2024-03-19 19:00:00,64000.0,12.85399
2024-03-19 19:01:00,63910.42,31.98157
2024-03-19 19:02:00,63981.96,30.03354
2024-03-19 19:03:00,63983.98,19.73521
2024-03-19 19:04:00,63853.8,20.56878
2024-03-19 19:05:00,63850.66,34.62423
2024-03-19 19:06:00,63856.01,41.12372
2024-03-19 19:07:00,63909.65,31.03035
2024-03-19 19:08:00,63899.99,25.03934
2024-03-19 19:09:00,63839.99,14.74531
2024-03-19 19:10:00,63749.91,41.65563
2024-03-19 19:11:00,63676.12,66.26474
2024-03-19 19:12:00,63569.3,56.90425
2024-03-19 19:13:00,63597.99,49.61993
2024-03-19 19:14:00,63500.01,71.09621
2024-03-19 19:15:00,63407.99,108.74865
2024-03-19 19:16:00,63250.01,103.13829
2024-03-19 19:17:00,63238.94,62.46613
2024-03-19 19:18:00,63172.61,73.14024
2024-03-19 19:19:00,63239.99,68.0403
2024-03-19 19:20:00,63279.47,81.01571
2024-03-19 19:21:00,63142.96,71.85132
2024-03-19 19:22:00,63128.01,72.15146
2024-03-19 19:23:00,63061.09,55.21471
2024-03-19 19:24:00,63107.99,49.04234
2024-03-19 19:25:00,63181.52,34.99293
2024-03-19 19:26:00,63128.0,36.69519
2024-03-19 19:27:00,63068.6,26.56284
2024-03-19 19:28:00,63033.98,48.86006
2024-03-19 19:29:00,63013.19,40.22109
2024-03-19 19:30:00,63007.81,42.30919
2024-03-19 19:31:00,63154.55,148.93764
2024-03-19 19:32:00,63150.0,46.81835
2024-03-19 19:33:00,63190.0,39.68058
2024-03-19 19:34:00,63171.0,55.39923
2024-03-19 19:35:00,63047.91,41.71724
2024-03-19 19:36:00,62981.11,70.93707
2024-03-19 19:37:00,62885.06,122.29071
2024-03-19 19:38:00,62841.09,55.95077
2024-03-19 19:39:00,62890.0,44.57048
2024-03-19 19:40:00,62903.96,41.67857
2024-03-19 19:41:00,62884.01,34.75347
2024-03-19 19:42:00,62825.13,44.56936
2024-03-19 19:43:00,62761.4,63.00388
2024-03-19 19:44:00,62739.98,50.75793
2024-03-19 19:45:00,62751.99,35.99722
2024-03-19 19:46:00,62772.19,37.43211
2024-03-19 19:47:00,62722.2,43.85277
2024-03-19 19:48:00,62735.99,23.22281
2024-03-19 19:49:00,62744.0,26.02027
2024-03-19 19:50:00,62735.18,44.66199
2024-03-19 19:51:00,62775.67,55.30754
2024-03-19 19:52:00,62683.28,38.36997
2024-03-19 19:53:00,62624.0,109.84318
2024-03-19 19:54:00,62551.57,85.07689
2024-03-19 19:55:00,62500.02,157.86977
2024-03-19 19:56:00,62512.01,82.56633
2024-03-19 19:57:00,62556.01,83.36711
2024-03-19 19:58:00,62609.61,75.70778
2024-03-19 19:59:00,62633.96,26.50996
2024-03-19 20:00:00,62756.27,57.25438
2024-03-19 20:01:00,62661.11,37.92793
2024-03-19 20:02:00,62494.71,78.19941
2024-03-19 20:03:00,62283.34,234.45079
2024-03-19 20:04:00,62208.74,99.42618
2024-03-19 20:05:00,62200.01,83.8791
2024-03-19 20:06:00,62062.01,186.34091
2024-03-19 20:07:00,62067.48,93.6417
2024-03-19 20:08:00,62224.59,81.3654
2024-03-19 20:09:00,62108.19,81.86795
2024-03-19 20:10:00,62095.78,45.23966
2024-03-19 20:11:00,62092.6,49.30127
2024-03-19 20:12:00,62047.8,49.94201
2024-03-19 20:13:00,62012.66,171.57385
2024-03-19 20:14:00,61940.0,250.30755
2024-03-19 20:15:00,61898.58,68.28271
2024-03-19 20:16:00,62050.82,127.10651
2024-03-19 20:17:00,62128.01,82.33362
2024-03-19 20:18:00,62187.88,71.31037
2024-03-19 20:19:00,62103.95,49.07668
2024-03-19 20:20:00,61988.59,78.39364
2024-03-19 20:21:00,61999.99,78.42063
2024-03-19 20:22:00,61708.97,179.11337
2024-03-19 20:23:00,61643.99,136.27281
2024-03-19 20:24:00,61681.09,90.34454
2024-03-19 20:25:00,61573.57,79.14052
2024-03-19 20:26:00,61599.98,105.33679
2024-03-19 20:27:00,61752.41,117.37086
2024-03-19 20:28:00,61898.97,83.32635
2024-03-19 20:29:00,61647.99,61.20819
2024-03-19 20:30:00,61830.76,79.4563
2024-03-19 20:31:00,61984.0,75.7561
2024-03-19 20:32:00,61969.73,60.89945
2024-03-19 20:33:00,61921.1,63.07566
2024-03-19 20:34:00,61965.03,40.28836
2024-03-19 20:35:00,62078.19,79.45946
2024-03-19 20:36:00,62136.69,58.59869
2024-03-19 20:37:00,62041.43,89.55533
2024-03-19 20:38:00,61990.21,66.39445
2024-03-19 20:39:00,61996.0,50.6009
2024-03-19 20:40:00,62052.59,49.77065
2024-03-19 20:41:00,62003.0,69.20686
2024-03-19 20:42:00,62104.0,47.99254
2024-03-19 20:43:00,62141.1,53.95748
2024-03-19 20:44:00,62054.19,33.77149
2024-03-19 20:45:00,62103.88,35.76116
2024-03-19 20:46:00,62240.67,60.56715
2024-03-19 20:47:00,62252.34,35.50272
2024-03-19 20:48:00,62230.91,49.68796
2024-03-19 20:49:00,62162.12,21.26862
2024-03-19 20:50:00,62211.18,37.97298
2024-03-19 20:51:00,62209.99,43.77994
2024-03-19 20:52:00,62201.1,40.02066
2024-03-19 20:53:00,62064.13,48.59772
2024-03-19 20:54:00,61945.4,44.03965
2024-03-19 20:55:00,61826.49,84.86411
2024-03-19 20:56:00,61908.93,78.95844
2024-03-19 20:57:00,61873.86,46.96165
2024-03-19 20:58:00,61969.05,26.95822
2024-03-19 20:59:00,61937.4,35.83111
2024-03-19 21:00:00,62010.0,83.41979
2024-03-19 21:01:00,62159.38,103.29388
2024-03-19 21:02:00,62190.65,76.18412
2024-03-19 21:03:00,62070.52,46.20595
2024-03-19 21:04:00,61961.4,63.40885
2024-03-19 21:05:00,62180.88,67.56474
2024-03-19 21:06:00,61981.1,70.59189
2024-03-19 21:07:00,61989.94,56.81154
2024-03-19 21:08:00,62134.93,72.58184
2024-03-19 21:09:00,62150.07,61.15295
2024-03-19 21:10:00,62184.0,55.10669
2024-03-19 21:11:00,62140.0,41.44518
2024-03-19 21:12:00,62211.22,101.55214
2024-03-19 21:13:00,62069.18,33.39268
2024-03-19 21:14:00,62128.09,37.40179
2024-03-19 21:15:00,62104.0,32.09459
2024-03-19 21:16:00,62015.9,46.84701
2024-03-19 21:17:00,62196.25,71.18928
2024-03-19 21:18:00,62441.1,246.22926
2024-03-19 21:19:00,62570.84,91.77854
2024-03-19 21:20:00,62621.09,115.65511
2024-03-19 21:21:00,62585.0,51.61573
2024-03-19 21:22:00,62639.98,66.94663
2024-03-19 21:23:00,62641.11,49.13815
2024-03-19 21:24:00,62790.17,61.58449
2024-03-19 21:25:00,62936.27,142.37197
2024-03-19 21:26:00,62979.99,97.56516
2024-03-19 21:27:00,62793.0,55.02561
2024-03-19 21:28:00,62848.61,67.03152
2024-03-19 21:29:00,62773.22,58.82084
2024-03-19 21:30:00,62756.6,75.06598
2024-03-19 21:31:00,62592.0,138.08554
2024-03-19 21:32:00,62468.0,127.81705
2024-03-19 21:33:00,62599.99,57.72566
2024-03-19 21:34:00,62700.0,83.6885
2024-03-19 21:35:00,62893.61,71.54721
2024-03-19 21:36:00,63087.81,217.22055
2024-03-19 21:37:00,63002.71,152.11103
2024-03-19 21:38:00,62936.01,64.11065
2024-03-19 21:39:00,62922.62,60.76474
2024-03-19 21:40:00,62930.0,66.82361
2024-03-19 21:41:00,62953.4,67.13669
2024-03-19 21:42:00,62808.27,73.54171
2024-03-19 21:43:00,62914.03,69.97848
2024-03-19 21:44:00,62903.86,47.97224
2024-03-19 21:45:00,62888.01,40.30724
2024-03-19 21:46:00,62824.15,49.07262
2024-03-19 21:47:00,62818.66,62.83354
2024-03-19 21:48:00,62799.99,41.25367
2024-03-19 21:49:00,62756.65,32.07345
2024-03-19 21:50:00,62736.94,34.25275
2024-03-19 21:51:00,62736.0,28.07833
2024-03-19 21:52:00,62770.0,25.37504
2024-03-19 21:53:00,62908.0,49.25768
2024-03-19 21:54:00,62929.27,40.45937
2024-03-19 21:55:00,63068.01,73.89416
2024-03-19 21:56:00,63041.1,43.66101
2024-03-19 21:57:00,62969.01,42.2269
2024-03-19 21:58:00,63367.17,132.43826
2024-03-19 21:59:00,63230.02,50.00184
2024-03-19 22:00:00,63119.99,57.08452
2024-03-19 22:01:00,63034.57,43.95237
2024-03-19 22:02:00,63090.01,43.34617
2024-03-19 22:03:00,62963.84,70.99746
2024-03-19 22:04:00,62848.0,53.0058
2024-03-19 22:05:00,62758.44,113.87337
2024-03-19 22:06:00,62708.99,58.31883
2024-03-19 22:07:00,62720.01,61.28697
2024-03-19 22:08:00,62735.76,66.30783
2024-03-19 22:09:00,62733.9,39.561
2024-03-19 22:10:00,62621.81,62.31375
2024-03-19 22:11:00,62500.0,71.32782
2024-03-19 22:12:00,62580.0,62.42501
2024-03-19 22:13:00,62656.0,30.79087
2024-03-19 22:14:00,62703.99,28.69827
2024-03-19 22:15:00,62639.37,47.29624
2024-03-19 22:16:00,62561.1,66.45134
2024-03-19 22:17:00,62610.01,35.37375
2024-03-19 22:18:00,62502.2,37.15276
2024-03-19 22:19:00,62305.73,113.14867
2024-03-19 22:20:00,62281.11,73.58546
2024-03-19 22:21:00,62080.0,62.28873
2024-03-19 22:22:00,62139.99,165.97842
2024-03-19 22:23:00,62016.08,80.83642
2024-03-19 22:24:00,62025.4,76.50561
2024-03-19 22:25:00,62052.0,111.69824
2024-03-19 22:26:00,61961.98,72.80658
2024-03-19 22:27:00,62158.04,66.22419
2024-03-19 22:28:00,62291.49,67.66413
2024-03-19 22:29:00,62381.1,53.47341
2024-03-19 22:30:00,62284.27,49.65758
2024-03-19 22:31:00,62202.08,50.20574
2024-03-19 22:32:00,62224.01,40.90831
2024-03-19 22:33:00,62230.0,72.13483
2024-03-19 22:34:00,62140.0,49.41242
2024-03-19 22:35:00,62194.87,58.5101
2024-03-19 22:36:00,62244.6,63.65608
2024-03-19 22:37:00,62212.0,46.36095
2024-03-19 22:38:00,62213.47,42.86811
2024-03-19 22:39:00,62207.99,40.52087
2024-03-19 22:40:00,62147.91,45.65951
2024-03-19 22:41:00,62036.01,55.84607
2024-03-19 22:42:00,62041.4,70.61351
2024-03-19 22:43:00,62097.4,61.01405
2024-03-19 22:44:00,62065.85,39.96681
2024-03-19 22:45:00,62234.08,45.25421
2024-03-19 22:46:00,62229.09,44.91575
2024-03-19 22:47:00,62278.2,54.40533
2024-03-19 22:48:00,62359.99,87.58396
2024-03-19 22:49:00,62377.81,39.94225
2024-03-19 22:50:00,62507.1,57.76389
2024-03-19 22:51:00,62560.37,78.86219
2024-03-19 22:52:00,62422.39,53.60819
2024-03-19 22:53:00,62488.04,48.66785
2024-03-19 22:54:00,62452.82,39.46458
2024-03-19 22:55:00,62588.93,43.93277
2024-03-19 22:56:00,62475.14,51.89146
2024-03-19 22:57:00,62378.07,54.31452
2024-03-19 22:58:00,62314.63,31.39837
2024-03-19 22:59:00,62374.86,26.19765
2024-03-19 23:00:00,62268.86,45.79486
2024-03-19 23:01:00,62276.0,61.36163
2024-03-19 23:02:00,62418.7,57.39538
2024-03-19 23:03:00,62513.77,58.49493
2024-03-19 23:04:00,62526.08,42.76233
